s,Transaction Date,Transaction Time,Transaction Type,Merchant Category,Geographic Location,Cardholder History,Transaction Amount,Currency,Transaction Status,Cardholder Account Information,Transaction Method
d5c9fc4e-5ec3-40ea-8a86-e5c35079b31e,19-12-2022,10:09:35,Online Payment,Restaurant,East Tara,14,98.42,GBP,Pending,Gold,Online
a781b359-15e4-47b2-a923-d4cab1726af5,11-07-2023,23:50:24,Online Payment,Retail,South Christopherhaven,9,533.79,USD,Declined,Platinum,Mobile Payment
83e5416a-1e70-4190-a27b-141935e31acc,22-07-2023,16:02:28,Purchase,Online Services,Port Tina,7,232.6,GBP,Approved,Platinum,Mobile Payment
abdc5b99-d5c6-4e82-89f6-a83973dd2e6c,29-05-2023,14:22:49,Online Payment,Retail,Dwaynefort,10,122.13,GBP,Pending,Standard,Physical Card
99b5b3df-0313-4c35-96ac-392001b34a97,09-06-2023,05:47:52,Purchase,Restaurant,New Robertfurt,11,109.02,GBP,Declined,Gold,Physical Card
01b19b4e-f00b-4b63-a0b2-c4390fa98f97,26-01-2023,19:07:45,Online Payment,Online Services,Port Melissafort,4,523.04,EUR,Pending,Gold,Online
0c0fe959-2dad-4f6a-adfa-1b3c834919d0,18-09-2023,19:37:41,Purchase,Online Services,South Scott,17,796.75,GBP,Pending,Platinum,Physical Card
344f1ef3-49ff-48d0-a57e-254495fcf321,14-01-2023,03:53:10,Online Payment,Online Services,Scottland,8,813.95,GBP,Pending,Platinum,Online
b87d42ff-796a-49ec-908a-6fd9608ef2cb,07-02-2023,02:58:14,Online Payment,Restaurant,Ericville,9,891.02,USD,Declined,Gold,Mobile Payment
1adbaea6-ee0e-468d-9aba-871d499d3c53,14-10-2022,18:51:09,ATM Withdrawal,Online Services,Lake Mark,16,856.19,EUR,Declined,Standard,Mobile Payment
dd62ea6c-9f80-4fa2-a12c-832ffba25418,10-07-2023,13:14:03,Online Payment,Retail,New Stacyfort,19,683.51,EUR,Declined,Gold,Physical Card
e8bf7ca3-071c-4e7c-849f-ddd05b26b4c5,20-05-2023,03:39:34,Online Payment,Retail,Walterhaven,2,98.96,EUR,Pending,Standard,Mobile Payment
92b4a81d-d2ad-4c6c-94b4-c646d8cac071,19-07-2023,04:29:06,Online Payment,Online Services,Josephstad,8,35.17,USD,Pending,Gold,Online
36d06c99-7f53-4860-9186-d460f6a962b2,20-08-2023,02:11:00,Purchase,Restaurant,Cruzfurt,17,940.73,GBP,Pending,Standard,Physical Card
50245fcc-c71a-4f21-8ff9-f5f6991264dc,02-12-2022,04:30:43,Online Payment,Online Services,Harriston,9,903.32,USD,Approved,Standard,Mobile Payment
58f2c787-ee27-44f3-ae07-27760a037e2b,19-04-2023,19:54:59,ATM Withdrawal,Retail,Ochoaborough,1,768.05,EUR,Pending,Gold,Mobile Payment
9320786d-466e-4013-a17a-29a8cdd7a94e,11-08-2023,07:24:57,ATM Withdrawal,Retail,Andrewborough,14,873.61,USD,Approved,Platinum,Physical Card
f95f8e6c-fa32-4357-ac47-30b8ff35b7c4,09-04-2023,17:14:05,Purchase,Online Services,Juliatown,12,451.46,EUR,Declined,Platinum,Physical Card
21d9679c-0e5b-43b6-bad7-98d0a734487e,16-10-2022,06:58:18,Purchase,Online Services,Whitneyville,19,651.87,USD,Declined,Gold,Physical Card
8ab9de75-a29a-4dc0-970b-62baf3469919,16-11-2022,06:00:00,ATM Withdrawal,Retail,Lake David,20,777.53,USD,Declined,Platinum,Mobile Payment
056a11b3-7579-4242-bb68-f00a9121c718,25-11-2022,16:17:00,Purchase,Retail,Katherinebury,16,34.42,GBP,Declined,Platinum,Mobile Payment
900246f0-b4c4-4466-8e1b-2be35825bb4a,22-12-2022,07:28:35,ATM Withdrawal,Online Services,Curtiston,19,72.65,GBP,Pending,Gold,Mobile Payment
637878ce-28a8-4acf-9e0e-537efe5971a9,20-02-2023,15:35:00,Online Payment,Online Services,Hunterland,16,387.47,USD,Pending,Gold,Mobile Payment
8ef4612c-9ec3-4a2c-8f4b-cc5e6a7e5f50,30-11-2022,08:37:45,Online Payment,Restaurant,Bryanshire,7,631.27,EUR,Pending,Standard,Online
89d07cbb-c85c-447b-959c-789240f9d92d,11-12-2022,13:15:55,Purchase,Restaurant,Jonesville,6,59.46,GBP,Pending,Gold,Physical Card
39684afd-6c88-4414-9076-6f48d22869d5,03-01-2023,23:32:49,Purchase,Online Services,Lake Adam,1,38.75,USD,Pending,Platinum,Physical Card
93cbda39-04bb-42ee-ad8e-e08564427c94,14-07-2023,15:05:24,Purchase,Restaurant,New Brendaview,3,384.65,USD,Pending,Platinum,Mobile Payment
094c3c35-80ce-43f4-a5e2-3a822a92e959,06-09-2023,04:20:37,Online Payment,Retail,Madisonberg,4,603.7,GBP,Approved,Platinum,Physical Card
b253538a-0bad-4098-ab2b-a952a96d10d5,22-11-2022,03:40:10,ATM Withdrawal,Online Services,West Rachelside,12,693.49,EUR,Pending,Gold,Physical Card
9ce18b41-d6eb-43c1-a5b0-75708da0532d,01-05-2023,19:28:54,Purchase,Retail,South Erica,15,116.54,USD,Pending,Standard,Mobile Payment
aa1c6e43-dbe4-466a-867e-4254ec9bec65,04-06-2023,08:01:25,Online Payment,Retail,Jamesport,7,128.61,USD,Pending,Gold,Mobile Payment
f62f9a77-e87e-49f7-9fa9-de91baeab54d,08-09-2023,05:37:19,Purchase,Online Services,Stephanieton,4,649.72,GBP,Approved,Platinum,Mobile Payment
2f811aaf-44d2-440a-a642-c6f326adf591,24-07-2023,12:56:01,ATM Withdrawal,Restaurant,Zunigaland,19,489.31,GBP,Pending,Standard,Online
bec65518-cced-4e44-ac91-8ffddf113834,24-02-2023,02:55:20,ATM Withdrawal,Retail,Jamesbury,3,805.78,GBP,Approved,Standard,Mobile Payment
ea94aa02-b4fc-4824-b92d-854945e204b2,13-12-2022,16:08:29,ATM Withdrawal,Restaurant,North Patricia,15,987.76,USD,Declined,Platinum,Mobile Payment
28cdfa81-153f-4298-942d-ecf316eeb54f,21-07-2023,12:49:33,Purchase,Restaurant,South Jessica,1,838.8,EUR,Declined,Gold,Physical Card
038e0d47-0f30-4315-8191-0baa9b451ce6,06-09-2023,11:21:58,Online Payment,Restaurant,South Angela,7,224.88,USD,Pending,Gold,Online
f537db2b-5a8b-409e-853d-fe86ce01ffbb,12-02-2023,17:07:28,ATM Withdrawal,Restaurant,Port Ruth,5,242.9,GBP,Approved,Standard,Physical Card
f0d63895-025e-4572-b80e-83b8d4fd4ed7,11-02-2023,17:31:37,Online Payment,Retail,Port Brianfurt,5,547.41,EUR,Declined,Platinum,Mobile Payment
95b463ab-4897-4c03-b878-9a8a892f4cef,20-09-2023,07:10:52,Online Payment,Restaurant,North Philip,9,434.33,EUR,Pending,Standard,Physical Card
4a3a076e-8dcb-4716-96cf-ec2453e9d602,13-10-2022,00:30:26,Online Payment,Online Services,East Andrewfort,16,154.84,GBP,Declined,Standard,Physical Card
d5f7ccb1-c762-45e2-9e34-f66845d7a09e,06-08-2023,13:56:14,ATM Withdrawal,Retail,Michelleport,2,297.41,GBP,Declined,Gold,Mobile Payment
8f400759-78f6-4f5a-9d2a-c55bd2bf4723,25-12-2022,12:30:59,Purchase,Online Services,West Jeremy,11,65,EUR,Pending,Gold,Mobile Payment
a5f49d03-8111-4dc5-992a-74bcb336feb5,03-01-2023,02:56:51,ATM Withdrawal,Online Services,South Ricardo,5,319.76,EUR,Approved,Gold,Online
69a5ab71-2679-4779-8b08-f351f57dbc81,24-12-2022,18:08:34,ATM Withdrawal,Restaurant,East Jillianstad,12,768.25,USD,Declined,Standard,Mobile Payment
356f3603-6ef7-4339-b213-a334a0d5276e,29-07-2023,12:28:15,Purchase,Restaurant,New Richardmouth,16,979.98,USD,Pending,Platinum,Mobile Payment
7bb804a1-dfff-4dae-a3a9-e3ae05c6afda,05-08-2023,07:34:17,Online Payment,Online Services,East James,15,951.27,USD,Pending,Gold,Mobile Payment
e12fb2cb-5eee-4d8a-89d1-1a11b112a1de,19-10-2022,12:53:15,ATM Withdrawal,Retail,East Marc,3,844.12,USD,Declined,Standard,Mobile Payment
a99b87af-0a46-47d1-8083-239d6490aacb,12-02-2023,17:01:03,ATM Withdrawal,Restaurant,Trevorstad,15,359.51,EUR,Approved,Gold,Mobile Payment
97ba3faf-750d-4cef-ba62-7055953c6b09,22-08-2023,08:37:56,ATM Withdrawal,Online Services,West Crystalport,2,186.19,GBP,Pending,Standard,Mobile Payment
3a958d74-1175-49bb-82e2-38b1c716a2e7,20-11-2022,13:43:52,ATM Withdrawal,Restaurant,Jonesstad,9,528.57,EUR,Declined,Standard,Physical Card
cd1c27a5-79b3-4ffc-ae5f-ffc273c14bed,08-11-2022,10:15:56,Online Payment,Online Services,Angelview,3,794.92,USD,Pending,Platinum,Mobile Payment
06a2e0ef-422d-44c5-af00-947a708e8594,14-10-2022,10:06:34,Purchase,Online Services,Acevedofort,3,30.71,USD,Declined,Gold,Physical Card
3619b12e-2935-4678-8474-f11a98e8671d,28-11-2022,23:53:28,ATM Withdrawal,Retail,Port Williamborough,20,699.14,USD,Declined,Standard,Mobile Payment
a234dc51-ecf3-4cde-b271-f426956b91b6,07-07-2023,11:04:23,Purchase,Online Services,Andremouth,5,211.28,USD,Approved,Standard,Physical Card
ca00460a-df18-4444-9efb-69261317301c,01-01-2023,05:24:34,Purchase,Restaurant,Phillipport,11,355.91,GBP,Approved,Platinum,Online
972cb171-9a90-4a7e-8aa0-b3ce31806391,26-08-2023,00:11:32,ATM Withdrawal,Retail,Jacquelineville,4,502.02,USD,Pending,Gold,Physical Card
c939365e-ecc0-4a15-b6be-4c08d7199036,10-06-2023,04:14:34,ATM Withdrawal,Online Services,East Virginiaview,4,372.99,EUR,Declined,Standard,Mobile Payment
c801a213-9bd6-4757-ae7b-542161c223eb,26-01-2023,12:09:07,Online Payment,Retail,Jenniferview,19,339.15,EUR,Approved,Platinum,Online
90831d0b-8cdb-4fde-97a1-a3030d80f84e,29-03-2023,09:55:49,Purchase,Retail,East Jessica,15,294.17,USD,Declined,Platinum,Online
437b4d4d-9b72-4482-b536-ceee6fe33437,07-01-2023,10:49:09,Purchase,Restaurant,West Maryshire,15,613.77,GBP,Approved,Standard,Online
3b35f768-6e13-4c73-928d-409c23bee82f,20-10-2022,06:46:08,Purchase,Retail,Roachmouth,3,35.4,USD,Approved,Gold,Mobile Payment
4e189b7f-b5ab-4e76-8727-81deb968139f,27-04-2023,13:15:50,ATM Withdrawal,Online Services,North Ericside,15,781.1,GBP,Declined,Platinum,Online
0d5e0b5a-daa1-4cf1-9882-d18cb60e681a,24-02-2023,02:03:18,ATM Withdrawal,Retail,Hebertchester,13,18.53,USD,Pending,Standard,Mobile Payment
dfc81664-552f-4b67-adcf-56e672e15157,06-08-2023,15:30:43,Purchase,Restaurant,West Kristin,4,680.33,EUR,Pending,Gold,Mobile Payment
7675c0b3-35ac-4a24-b35a-d6f1d64c7694,14-05-2023,12:46:36,ATM Withdrawal,Online Services,North Tammyton,4,302.59,GBP,Approved,Platinum,Physical Card
913732f3-f8b5-4176-b310-85dbf8e899c9,10-10-2022,20:13:23,ATM Withdrawal,Online Services,North Mariaburgh,7,389.1,EUR,Pending,Standard,Mobile Payment
6a563f2c-f3df-4ecc-acc4-b8bd65fb0fbf,27-08-2023,05:10:39,ATM Withdrawal,Retail,East Christophershire,16,343.78,GBP,Declined,Gold,Online
d330afae-5abc-43b4-81b9-223ac13d0ac0,08-11-2022,07:40:15,Purchase,Online Services,Powellland,12,699.12,GBP,Pending,Standard,Mobile Payment
aed9463c-0b37-497d-97ae-ae188f44a69d,18-05-2023,20:18:38,Online Payment,Online Services,Daleton,1,219.97,GBP,Pending,Gold,Online
25252056-adcb-46fd-a305-b08b6565b4eb,22-01-2023,05:29:25,Online Payment,Retail,Albertton,4,608.32,USD,Pending,Standard,Online
cdfe814b-ee89-4cf7-b5d5-7840c5ff2215,08-01-2023,19:59:11,ATM Withdrawal,Online Services,Tonyaside,18,805.12,GBP,Declined,Gold,Online
e6206f51-843b-4e68-bce4-cd9027a75dda,04-06-2023,23:53:35,Purchase,Retail,Loganview,10,38.4,EUR,Pending,Standard,Online
da953c6a-1fbd-43ae-ad38-9be61092ddce,02-02-2023,20:17:45,ATM Withdrawal,Restaurant,Glennton,3,87.46,USD,Pending,Platinum,Online
b4784c64-8f1e-4ac8-8cde-f3f2a0661863,17-12-2022,21:57:53,Purchase,Restaurant,North Williamshire,18,961.85,GBP,Approved,Gold,Online
5a31ecba-3efe-4023-9274-952a4d465e65,11-10-2022,13:50:30,Online Payment,Retail,Watkinsfurt,19,869.85,EUR,Declined,Platinum,Mobile Payment
2622f9db-1b74-420f-b38a-54617eb715f8,26-01-2023,22:07:47,ATM Withdrawal,Restaurant,South Robin,14,501.29,USD,Approved,Gold,Physical Card
b1efecfa-593f-4402-9a53-a3d695e72211,07-02-2023,00:54:27,Online Payment,Online Services,North Kerri,11,746.18,USD,Declined,Platinum,Online
787919a8-c361-44f0-90a7-954e0d5c9171,31-01-2023,02:33:40,ATM Withdrawal,Restaurant,Port Davidborough,5,633.71,EUR,Declined,Standard,Mobile Payment
6ab93bab-07e9-46ca-896d-0221b2bb4155,12-06-2023,01:13:13,ATM Withdrawal,Restaurant,East Aaronstad,11,415.7,EUR,Declined,Platinum,Online
eea43121-e08d-4d6d-9cec-4e57cb79ca16,19-04-2023,15:22:51,Purchase,Online Services,South Jamesland,7,201.39,EUR,Declined,Standard,Online
f5495e8b-f029-4961-be27-69b250c1037f,08-12-2022,16:13:46,Online Payment,Online Services,Kimstad,18,747.42,EUR,Approved,Standard,Online
7d7a7049-820e-4deb-9493-796ac931ebb9,08-01-2023,09:40:13,ATM Withdrawal,Online Services,Morrisshire,17,122.09,USD,Declined,Gold,Mobile Payment
e1e4139d-6fa0-4271-a1dc-1c7791f7de07,28-06-2023,13:36:54,ATM Withdrawal,Retail,Hamptonfurt,8,553.89,USD,Declined,Platinum,Mobile Payment
4763b668-8ef3-4891-b6da-5362426b0ec1,31-07-2023,01:58:01,Online Payment,Restaurant,Copelandville,13,566.75,GBP,Approved,Standard,Online
75ef512f-6881-47d2-a33d-d4bbd11f3ddb,19-06-2023,12:26:15,Online Payment,Online Services,East Robert,18,708.51,EUR,Approved,Platinum,Online
42c3ffdc-9e42-4ced-b6bd-378b4c14d8b6,03-02-2023,21:15:19,Online Payment,Online Services,West Sandra,9,392.34,EUR,Approved,Gold,Mobile Payment
d95c8d2a-c9f9-4bfa-966b-44fe823ed8cd,01-12-2022,15:20:53,ATM Withdrawal,Online Services,New Christopher,10,437.52,USD,Pending,Standard,Online
90a1d23f-52c3-4e53-9bd6-bae9d779b6f6,21-06-2023,10:30:33,Purchase,Retail,Bishopside,8,596.74,EUR,Approved,Platinum,Online
6ded8191-513a-4605-a111-b257ffe78b7b,10-08-2023,16:47:26,Online Payment,Retail,Richardstad,16,289.17,EUR,Approved,Gold,Online
b6b70f99-0e13-410c-9689-5290994857f6,19-03-2023,16:46:13,ATM Withdrawal,Retail,New Williamview,4,560.01,USD,Pending,Gold,Mobile Payment
52660430-384b-4b43-8ac5-c87a80ffcafe,16-02-2023,19:56:44,Online Payment,Online Services,North Carolynburgh,1,15.47,USD,Approved,Gold,Physical Card
6ce44528-94a2-4aba-bf37-70ccc8301ac2,05-11-2022,06:38:19,ATM Withdrawal,Restaurant,West Jesus,6,980.96,GBP,Declined,Platinum,Physical Card
62f770ac-9c1b-4031-a40b-98a3a444afdd,17-06-2023,06:44:14,Purchase,Restaurant,Gordonport,2,370.24,USD,Declined,Platinum,Mobile Payment
5df561a0-9b33-4f5a-9dee-c93344d99d8e,11-01-2023,09:38:17,Purchase,Online Services,New Jamesshire,3,259.81,GBP,Approved,Standard,Online
eeb87776-67e4-40ca-819c-2ff220be11fb,07-01-2023,19:18:18,Purchase,Restaurant,Patriciamouth,18,318.47,GBP,Approved,Standard,Online
a4ddd46c-8869-4d02-8498-97ca984a241b,23-07-2023,20:24:38,ATM Withdrawal,Restaurant,Englishville,5,788.89,EUR,Pending,Standard,Online
c9f8742d-550f-4c43-aee8-8cc0e565012a,04-06-2023,17:31:52,ATM Withdrawal,Online Services,Carlosborough,1,196.06,EUR,Approved,Gold,Mobile Payment
a23c17c2-5e55-48f6-b6bf-857ae663beb6,05-04-2023,18:21:34,Purchase,Restaurant,Tracyton,12,926.32,EUR,Pending,Gold,Online
b553e0e8-03b1-488a-a965-86247bec8f0a,07-08-2023,07:28:15,ATM Withdrawal,Retail,Escobarside,7,167.98,GBP,Approved,Standard,Physical Card
f76f105f-eca7-47d7-80cd-77603b87cbd8,15-05-2023,20:20:58,Online Payment,Restaurant,Lake Robertmouth,18,180.16,USD,Approved,Platinum,Mobile Payment
b895eda1-8796-47af-a6d3-f33aa306d286,26-12-2022,02:16:43,Online Payment,Retail,Scottberg,12,605.36,USD,Approved,Standard,Mobile Payment
2fc3ec8c-b086-43c0-a1b5-ec4b6834a383,24-05-2023,15:26:27,ATM Withdrawal,Retail,Marquezport,13,957.58,EUR,Approved,Platinum,Online
3276ac36-d39d-47e5-9c36-2a0163fd8f52,05-11-2022,15:25:59,ATM Withdrawal,Restaurant,Port Aliciashire,19,97.63,EUR,Pending,Platinum,Physical Card
77c0e76a-6394-42dc-89b4-91adbf489d73,28-11-2022,02:00:34,Online Payment,Restaurant,Teresaland,15,61.62,EUR,Pending,Gold,Mobile Payment
b7c523c5-48e8-4a93-b744-20bc1627eda4,24-07-2023,00:53:13,Online Payment,Online Services,South Patricia,17,347.72,GBP,Declined,Platinum,Online
c82ea408-cee5-4902-861b-879ec42ea95b,05-04-2023,01:37:41,ATM Withdrawal,Restaurant,Reynoldsborough,18,781.43,EUR,Approved,Gold,Mobile Payment
80fb7c61-e62e-40eb-b113-81dfad22d738,04-09-2023,20:11:21,Online Payment,Retail,New Collintown,2,50.76,GBP,Pending,Platinum,Mobile Payment
2a7ce65c-31d6-4a95-a5b4-b21b1d69f971,06-02-2023,09:02:30,Purchase,Retail,Jasonborough,13,583.05,GBP,Declined,Gold,Physical Card
6447c99a-52b4-4704-943e-5ddac3311202,30-03-2023,08:10:04,ATM Withdrawal,Retail,Shannonmouth,4,81.89,GBP,Pending,Platinum,Physical Card
c4a0c382-90eb-4d1f-b989-590d4928ba5c,15-02-2023,00:09:17,ATM Withdrawal,Online Services,West Scottmouth,1,378.78,USD,Pending,Gold,Online
14360985-24fa-41de-86ca-dc09fd475c94,03-10-2022,03:36:52,ATM Withdrawal,Online Services,Johnsontown,1,294.13,EUR,Declined,Gold,Physical Card
0ccccc97-8ebc-4a12-b663-2985777574b8,25-05-2023,18:54:30,ATM Withdrawal,Restaurant,Russellside,2,730.46,EUR,Declined,Standard,Physical Card
fa2ed307-6e7c-4a25-8241-98df60415d64,06-05-2023,21:41:07,ATM Withdrawal,Online Services,Perryville,2,244.33,GBP,Approved,Platinum,Mobile Payment
555e8798-f59a-459e-b170-15fe6e803d87,06-08-2023,22:51:30,Purchase,Online Services,Lake Angela,19,869.05,GBP,Declined,Platinum,Physical Card
bc7263ca-59fb-4e10-8159-28a9d799db5a,09-04-2023,17:22:35,ATM Withdrawal,Restaurant,Port Pamelaburgh,20,243.8,USD,Declined,Gold,Online
4f1945c0-6df3-4ea6-8355-12b91c0bf5c0,16-06-2023,04:09:42,ATM Withdrawal,Restaurant,Nelsonside,20,909.34,EUR,Pending,Platinum,Physical Card
48d4e93b-58e5-4198-b3a3-44a3d1f9f7b3,07-09-2023,07:22:34,Online Payment,Online Services,South Yolandaton,6,143.86,EUR,Approved,Platinum,Mobile Payment
11a87c46-15c7-43e4-801b-41721e06dc43,24-11-2022,04:09:39,ATM Withdrawal,Retail,South Staceyport,12,942.42,USD,Approved,Gold,Physical Card
dbec1f71-1d01-4662-93fb-d2feab60003c,06-01-2023,09:01:34,Purchase,Retail,Salinasborough,17,398.9,EUR,Approved,Platinum,Physical Card
d210c951-5b1e-4bde-878d-89069b58a30b,27-05-2023,00:25:28,ATM Withdrawal,Online Services,Lake Judithstad,16,92.6,USD,Pending,Platinum,Physical Card
a78c36ff-0e67-4129-8d70-d46a1c536b57,25-04-2023,05:52:55,Online Payment,Retail,Melissamouth,13,710.77,EUR,Declined,Standard,Online
31aeea87-6efb-4f30-854e-e302154ea361,27-02-2023,06:47:27,ATM Withdrawal,Restaurant,Port Leestad,11,917.12,EUR,Declined,Platinum,Online
af21ad95-79d4-42a9-8e39-ec492ef99a10,13-10-2022,00:59:57,Online Payment,Online Services,Lake Joseph,13,300.55,GBP,Declined,Standard,Physical Card
d8cf22db-af6b-41e8-ad21-040421c1d96d,04-06-2023,01:52:13,ATM Withdrawal,Retail,Lake Edwardbury,13,865.31,GBP,Approved,Standard,Online
ee159f84-71fb-4af8-9a64-727a79bcdb20,01-10-2022,22:02:40,ATM Withdrawal,Restaurant,Port Michael,8,769.46,GBP,Declined,Platinum,Mobile Payment
f4c0dcad-2438-49ea-81f6-b6cc9c89ce95,24-03-2023,07:37:00,Purchase,Restaurant,Riveramouth,6,144.94,USD,Approved,Gold,Online
0811eb01-f465-43cf-81c9-ad7f3e852343,17-02-2023,14:43:54,Online Payment,Restaurant,Newmanchester,20,917.75,GBP,Approved,Gold,Online
5ce133ee-e587-46c2-964d-31208995249d,30-08-2023,21:06:15,Purchase,Online Services,Hernandezmouth,8,834.45,EUR,Pending,Standard,Mobile Payment
b1a588ce-aa21-40f9-916d-69ba4ba5d6d9,24-06-2023,02:05:44,ATM Withdrawal,Retail,New Joshuafort,8,558.46,EUR,Pending,Platinum,Physical Card
a23da462-7f28-4b63-adf1-245977d2c92f,27-10-2022,20:40:30,Online Payment,Online Services,South Paula,6,144.81,USD,Pending,Gold,Online
234f3339-5a75-4b66-bf91-331f65eadc88,15-11-2022,11:35:03,ATM Withdrawal,Retail,North Nicholasport,16,179.25,GBP,Declined,Standard,Physical Card
abc6fd15-a664-47e1-a465-1aa019dc8443,03-07-2023,09:03:06,Purchase,Online Services,North Jillside,20,208.53,USD,Declined,Gold,Mobile Payment
52f26a78-851d-44ad-baee-04cf73855f56,14-04-2023,14:13:47,Purchase,Retail,New Kevinton,10,578.52,GBP,Pending,Gold,Physical Card
4100e10b-eeb4-4ef6-89de-ec73f472f24b,01-04-2023,06:11:51,Purchase,Online Services,North Micheal,20,537.71,GBP,Approved,Standard,Online
c4a2aa1d-d000-4f8d-8947-d91ce98415aa,11-05-2023,06:55:25,Online Payment,Restaurant,East Kristaborough,14,994.81,GBP,Pending,Standard,Online
46b46d37-f878-4332-972c-63b150d610c3,02-08-2023,12:31:51,Purchase,Retail,North Alisonborough,6,346.06,EUR,Pending,Standard,Mobile Payment
461bb987-c8e4-41f3-aadb-8ac39e8db4d0,17-06-2023,11:46:06,ATM Withdrawal,Online Services,Samuelfurt,2,868.5,GBP,Pending,Gold,Physical Card
c9633277-5ba2-46d9-87b3-baffc1a0250a,04-09-2023,05:07:26,Purchase,Retail,Port Kim,4,298,EUR,Pending,Gold,Mobile Payment
6df8919b-43c6-4ea7-ac41-694e3f33032c,30-09-2022,09:21:09,Online Payment,Restaurant,South Mark,9,408.01,EUR,Pending,Platinum,Online
294da72c-4022-4f13-ad44-76068fd727cc,07-07-2023,09:34:07,ATM Withdrawal,Retail,North Donaldtown,3,171.97,GBP,Approved,Standard,Online
285222da-342b-4518-a265-0adad57dc938,25-10-2022,01:23:41,Purchase,Online Services,Jacquelinemouth,17,121.8,EUR,Pending,Gold,Online
645cb627-5cd1-4af2-bf2e-9bd34f1ab018,27-10-2022,02:54:07,ATM Withdrawal,Restaurant,North Rickyton,11,848.44,GBP,Approved,Standard,Mobile Payment
41354d4e-35cc-4db1-8ab2-bf2d3c0034a3,23-05-2023,15:03:53,Online Payment,Retail,East Marissa,2,355.51,EUR,Approved,Gold,Online
14eb6896-bd99-4c5c-9b5a-b350c7fbe6c2,11-06-2023,21:57:33,Purchase,Online Services,North Kevinmouth,2,648.12,USD,Approved,Standard,Physical Card
f2f3ea8f-6c7b-4274-a111-2355473de90f,27-08-2023,13:42:07,ATM Withdrawal,Restaurant,Robertsonbury,12,812.82,USD,Declined,Gold,Mobile Payment
bdc99410-c5ae-4062-bd43-e3a27c457ae9,05-01-2023,01:50:55,ATM Withdrawal,Restaurant,South Elizabeth,5,223.17,EUR,Pending,Standard,Mobile Payment
cd019ab7-cfe0-4f72-956a-58b417362e84,10-03-2023,13:25:25,Online Payment,Retail,Jamesstad,2,567.3,GBP,Declined,Standard,Mobile Payment
fb8a1e85-b2e7-4e88-9950-a77b9656be7f,02-02-2023,07:22:42,ATM Withdrawal,Online Services,Lake Marialand,2,826.57,EUR,Approved,Standard,Mobile Payment
4c5d95fd-22c7-466d-90d9-da5f2089c246,29-03-2023,02:46:58,Purchase,Restaurant,Taraborough,14,487.45,USD,Approved,Gold,Mobile Payment
31f5f9b2-be8b-478c-9162-742f4bbfd4c9,12-03-2023,12:15:52,Purchase,Online Services,East Brendaview,20,664.51,EUR,Approved,Platinum,Mobile Payment
493093fa-b3c3-4544-81a3-38294d036a32,28-08-2023,17:40:29,Online Payment,Online Services,Natashachester,1,559.8,USD,Pending,Platinum,Physical Card
da51abb9-de99-40e9-ae6f-54798325bd6f,10-01-2023,22:13:50,ATM Withdrawal,Online Services,Martinezshire,17,163.6,EUR,Declined,Platinum,Mobile Payment
cf4f01d7-d39b-4462-a5db-836adefd6804,04-05-2023,14:16:59,Purchase,Online Services,Kylebury,3,25.01,USD,Declined,Platinum,Online
610871bc-c9b2-4462-bddc-5adb1afd8089,13-04-2023,21:13:00,ATM Withdrawal,Retail,East Karenfort,4,819.01,USD,Declined,Platinum,Mobile Payment
beb11d21-950e-43f3-9276-eb729291c1af,05-01-2023,05:12:13,ATM Withdrawal,Online Services,Lake Robert,5,848.06,EUR,Pending,Platinum,Mobile Payment
30ebc468-f290-4599-8e9b-22bac49c39b6,18-02-2023,19:34:01,Online Payment,Restaurant,Port Vanessaborough,1,628.39,GBP,Pending,Standard,Mobile Payment
c3cba25a-07aa-412a-8dce-48619296c549,23-02-2023,08:07:11,Online Payment,Online Services,Lake Margaretshire,10,351.12,EUR,Pending,Standard,Online
45406fc3-0ed2-4935-bf9a-6d3f98555854,07-08-2023,22:38:48,Purchase,Restaurant,North Karenville,11,588.81,USD,Declined,Platinum,Online
ccfdfc29-4572-4c83-bfee-13c93558f88b,01-01-2023,06:00:28,Online Payment,Online Services,Lake Edwinchester,13,951.24,USD,Pending,Gold,Online
ed90707c-ee4f-44ca-9e8a-89e48d8a25be,06-06-2023,09:20:18,Online Payment,Online Services,Zavalaton,7,608.72,GBP,Approved,Gold,Mobile Payment
ff4a65de-02f3-4fe3-9541-57c811d30e58,08-04-2023,03:30:13,Online Payment,Online Services,East Loristad,2,161.3,USD,Approved,Platinum,Mobile Payment
412a5b1d-b984-4790-a74d-d1e1571a3106,03-08-2023,04:36:06,Online Payment,Retail,West Matthew,20,341.86,EUR,Approved,Platinum,Online
dbafa540-a61d-4bab-9a2c-3b52c0a77bde,07-10-2022,23:30:01,Purchase,Online Services,New Matthew,15,742.35,GBP,Approved,Platinum,Mobile Payment
41de62b4-805a-4fec-a0aa-951ed890ae96,02-08-2023,06:19:40,Online Payment,Online Services,West Andrew,11,970.41,EUR,Declined,Gold,Physical Card
c1a2baa7-77b0-4ef2-95f2-921f327bbc31,04-11-2022,07:13:17,Online Payment,Retail,West Kristinaburgh,18,467.84,EUR,Pending,Standard,Online
a0d23cf1-01e1-4884-a561-200e7363ce49,21-01-2023,10:58:04,Online Payment,Online Services,Beltranchester,1,311.17,GBP,Pending,Standard,Online
42016e4f-830e-4c01-8b09-7edd09d647fc,11-01-2023,07:43:45,Purchase,Restaurant,Lake Felicia,6,323.15,EUR,Approved,Standard,Online
